,Train_Start,Train_End,Test_Start,Test_End,Out_of_Sample_R2,Target_Stock,Actual,Predicted
44,2024-12-30 10:15:00+00:00,2024-12-30 10:45:00+00:00,2024-12-30 10:45:00+00:00,2024-12-30 10:50:00+00:00,-98.92892650956297,AAPL,"[np.float64(7.856539591166722e-05), np.float64(-3.9283469521755876e-05), np.float64(0.0), np.float64(-5.893272830803653e-05), np.float64(-3.9288871432674455e-05), np.float64(-0.00023571470772409953)]","[np.float64(7.856539591166625e-05), np.float64(0.0012003022084576325), np.float64(0.0014522780508786212), np.float64(0.0014909939127550381), np.float64(0.0015180586740052172), np.float64(0.0007095293267101502)]"
45,2024-12-30 10:16:00+00:00,2024-12-30 10:46:00+00:00,2024-12-30 10:46:00+00:00,2024-12-30 10:51:00+00:00,-6.128185254511975,AAPL,"[np.float64(-3.9283469521755876e-05), np.float64(0.0), np.float64(-5.893272830803653e-05), np.float64(-3.9288871432674455e-05), np.float64(-0.00023571470772409953), np.float64(5.892462560019851e-05)]","[np.float64(-3.928346952175604e-05), np.float64(0.0004613087663800198), np.float64(0.0006278875841285959), np.float64(0.0001743919194788135), np.float64(-0.00014800415882158563), np.float64(0.00029792257786196753)]"
46,2024-12-30 10:17:00+00:00,2024-12-30 10:47:00+00:00,2024-12-30 10:47:00+00:00,2024-12-30 10:52:00+00:00,-38.148151890968094,AAPL,"[np.float64(0.0), np.float64(-5.893272830803653e-05), np.float64(-3.9288871432674455e-05), np.float64(-0.00023571470772409953), np.float64(5.892462560019851e-05), np.float64(0.0001767877667475659)]","[np.float64(0.0), np.float64(0.0002998388024883226), np.float64(1.3823886620563852e-05), np.float64(0.002457145317069656), np.float64(0.00044874858033272177), np.float64(0.0010866133080033654)]"
47,2024-12-30 10:18:00+00:00,2024-12-30 10:48:00+00:00,2024-12-30 10:48:00+00:00,2024-12-30 10:53:00+00:00,-35.53092227147625,AAPL,"[np.float64(-5.893272830803653e-05), np.float64(-3.9288871432674455e-05), np.float64(-0.00023571470772409953), np.float64(5.892462560019851e-05), np.float64(0.0001767877667475659), np.float64(3.9288871432674455e-05)]","[np.float64(-5.893272830803626e-05), np.float64(5.032112115315216e-05), np.float64(0.0024099211653397573), np.float64(0.00035448937516683763), np.float64(0.0009025784393114451), np.float64(0.0005911951142263498)]"
48,2024-12-30 10:19:00+00:00,2024-12-30 10:49:00+00:00,2024-12-30 10:49:00+00:00,2024-12-30 10:54:00+00:00,-37.33612744527822,AAPL,"[np.float64(-3.9288871432674455e-05), np.float64(-0.00023571470772409953), np.float64(5.892462560019851e-05), np.float64(0.0001767877667475659), np.float64(3.9288871432674455e-05), np.float64(0.0)]","[np.float64(-3.928887143267359e-05), np.float64(0.002334874791942272), np.float64(0.00043283578766679833), np.float64(0.0007547595462849493), np.float64(0.0006084114344683077), np.float64(0.0008319237845634068)]"
49,2024-12-30 10:20:00+00:00,2024-12-30 10:50:00+00:00,2024-12-30 10:50:00+00:00,2024-12-30 10:55:00+00:00,-5.5881431684428335,AAPL,"[np.float64(-0.00023571470772409953), np.float64(5.892462560019851e-05), np.float64(0.0001767877667475659), np.float64(3.9288871432674455e-05), np.float64(0.0), np.float64(0.00013750699834069735)]","[np.float64(-0.00023571470772409985), np.float64(-0.0007044932671720588), np.float64(0.0004992452172633056), np.float64(-0.00035740652643859486), np.float64(-0.0004680682559907164), np.float64(-0.0006607858713512315)]"
50,2024-12-30 10:21:00+00:00,2024-12-30 10:51:00+00:00,2024-12-30 10:51:00+00:00,2024-12-30 10:56:00+00:00,-0.3796987637367861,AAPL,"[np.float64(5.892462560019851e-05), np.float64(0.0001767877667475659), np.float64(3.9288871432674455e-05), np.float64(0.0), np.float64(0.00013750699834069735), np.float64(-9.820963837281482e-05)]","[np.float64(5.89246256001997e-05), np.float64(0.00031834782035256915), np.float64(8.727355379944192e-05), np.float64(0.00016279680996359857), np.float64(0.00014187193461927483), np.float64(0.0003906398544936909)]"
51,2024-12-30 10:22:00+00:00,2024-12-30 10:52:00+00:00,2024-12-30 10:52:00+00:00,2024-12-30 10:57:00+00:00,-1.3305059677190556,AAPL,"[np.float64(0.0001767877667475659), np.float64(3.9288871432674455e-05), np.float64(0.0), np.float64(0.00013750699834069735), np.float64(-9.820963837281482e-05), np.float64(-0.00015714313807979607)]","[np.float64(0.00017678776674756483), np.float64(-0.00011723163048115925), np.float64(-2.7783170672352934e-05), np.float64(-3.0097257917232825e-05), np.float64(0.00041944708195113916), np.float64(-0.0002506058839440126)]"
52,2024-12-30 10:23:00+00:00,2024-12-30 10:53:00+00:00,2024-12-30 10:53:00+00:00,2024-12-30 10:58:00+00:00,-2.296275695890692,AAPL,"[np.float64(3.9288871432674455e-05), np.float64(0.0), np.float64(0.00013750699834069735), np.float64(-9.820963837281482e-05), np.float64(-0.00015714313807979607), np.float64(0.0)]","[np.float64(3.928887143267429e-05), np.float64(0.00016868629534178491), np.float64(0.00025168190857217194), np.float64(0.000275734613898613), np.float64(-0.00014496044177785363), np.float64(0.00019940137816481086)]"
53,2024-12-30 10:24:00+00:00,2024-12-30 10:54:00+00:00,2024-12-30 10:54:00+00:00,2024-12-30 10:59:00+00:00,-7.4760065875881345,AAPL,"[np.float64(0.0), np.float64(0.00013750699834069735), np.float64(-9.820963837281482e-05), np.float64(-0.00015714313807979607), np.float64(0.0), np.float64(5.893272830803653e-05)]","[np.float64(2.7647155398380363e-18), np.float64(-5.5094703850656576e-05), np.float64(0.00035606986801300065), np.float64(-0.000251042262672312), np.float64(0.0004059558721144764), np.float64(0.0004062727396823546)]"
